Frequency,Returnloss,Returnphase,Transmissionloss,Transmissionphase,Rs,Xs,|Z|,Magnitude,SWR
6396500,-10.08797654,146.744868,0,0,27.81310227,10.58628776,29.75967315,0.313040965,1.911381752
6621375,-8.093841642,110.1466276,0,0,29.61667917,25.92085887,39.35782781,0.393829204,2.299400126
6846250,-6.275659824,84.80938416,0,0,33.28978876,42.12428457,53.69045899,0.48553105,2.887503806
7071125,-4.809384164,65.80645161,0,0,38.96227414,61.02029174,72.39844481,0.574818572,3.703874324
7296000,-3.753665689,49.97067449,0,0,49.34375504,84.76632111,98.0822887,0.649107632,4.699753495
7520875,-2.991202346,36.24633431,0,0,69.30112347,116.6636107,135.6946712,0.708663203,5.864906937
7745750,-2.521994135,23.92961877,0,0,114.6570453,157.9424427,195.1718557,0.747997753,6.936437171
7970625,-2.170087977,12.49266862,0,0,229.2931858,196.4741212,301.9560322,0.778924925,8.04670054
8195500,-2.052785924,4.2228739,0,0,387.591273,119.6469042,405.6382337,0.789515579,8.501890857
8420375,-2.11143695,5.454545455,0,0,358.6950243,138.8904731,384.6461802,0.784202374,8.267942533
8645250,-2.346041056,16.01173021,0,0,181.0712274,182.6873399,257.2186882,0.763304719,7.449682603
8870125,-2.75659824,27.62463343,0,0,97.92429819,140.6956843,171.4189131,0.72806489,6.354695745
9095000,-3.460410557,39.94134897,0,0,65.18986143,102.3235594,121.3253017,0.671397117,5.086373871
9319875,-4.398826979,53.48973607,0,0,49.28417123,74.97179646,89.72011924,0.602640967,4.033231491
9544750,-5.747800587,68.4457478,0,0,41.35890313,54.09427148,68.09367867,0.515952796,3.131828436
9769625,-7.624633431,86.04105572,0,0,37.08107708,37.17929055,52.51005545,0.415688805,2.422833614
9994500,-9.970674487,108.5630499,0,0,34.51765065,23.089708,41.52833758,0.317297226,1.929532554
10219375,-12.37536657,140.058651,0,0,33.0165074,10.82479552,34.74573296,0.240564573,1.633535295
10444250,-12.55131965,159.5894428,0,0,31.5344126,5.490201456,32.00877208,0.235740401,1.616911848
10669125,-10.49853372,136.7155425,0,0,29.88579821,13.43407698,32.76637543,0.298588663,1.851393888
10894000,-8.093841642,102.5806452,0,0,31.84297153,28.97293402,43.05119907,0.393829204,2.299400126
11118875,-6.217008798,79.00293255,0,0,36.15624998,45.59299874,58.18931128,0.488820668,2.912521251
11343750,-4.750733138,61.05571848,0,0,42.92227312,65.36541329,78.19820192,0.57871314,3.747359076
11568625,-3.753665689,46.09970674,0,0,55.51742001,89.74612716,105.5298596,0.649107632,4.699753495
11793500,-2.991202346,32.90322581,0,0,79.7159325,123.2935415,146.8193696,0.708663203,5.864906937
12018375,-2.521994135,20.93841642,0,0,135.7110691,164.7067655,213.4146501,0.747997753,6.936437171
12243250,-2.287390029,9.677419355,0,0,271.24717,171.1595333,320.73449,0.768476336,7.638425826
12468125,-2.170087977,3.519061584,0,0,379.5248727,92.27830097,390.5821474,0.778924925,8.04670054
12693000,-2.228739003,7.741935484,0,0,307.2497504,159.549681,346.2058777,0.773682992,7.837161725
12917875,-2.463343109,18.65102639,0,0,154.524197,171.9343024,231.1690546,0.753065661,7.09931906
13142750,-2.93255132,29.91202346,0,0,90.19158533,130.7157661,158.8116292,0.713464607,5.979940527
13367625,-3.636363636,42.228739,0,0,61.84291367,96.43898019,114.5644922,0.657933225,4.846811629
13592500,-4.574780059,55.24926686,0,0,48.2035755,71.83036293,86.50540868,0.590555879,3.884671426
13817375,-5.982404692,70.20527859,0,0,40.994439,51.80875016,66.06580523,0.502203535,3.017706313
14042250,-7.976539589,87.62463343,0,0,37.32056915,35.41290734,51.44802122,0.399183903,2.328805621
14267125,-10.49853372,109.9706745,0,0,35.21902843,21.70215939,41.36863166,0.298588663,1.851393888
14492000,-13.02052786,141.9941349,0,0,33.88802459,9.810053172,35.27938993,0.223343649,1.575141499
14716875,-13.02052786,159.5894428,0,0,32.34937081,5.303953899,32.78130136,0.223343649,1.575141499
14941750,-10.73313783,132.3167155,0,0,31.01841145,14.56191236,34.26647254,0.290631784,1.819410225
15166625,-8.211143695,98.35777126,0,0,33.5871978,30.41484885,45.31184047,0.388546334,2.27089379
15391500,-6.217008798,75.48387097,0,0,38.28636529,47.61216989,61.09635414,0.488820668,2.912521251
15616375,-4.809384164,57.71260997,0,0,46.73781114,67.83846495,82.3800966,0.574818572,3.703874324
15841250,-3.753665689,42.75659824,0,0,61.80494035,94.13332258,112.6096491,0.649107632,4.699753495
16066125,-3.049853372,29.73607038,0,0,92.38601784,127.8616619,157.7459377,0.70389411,5.754340491
16291000,-2.580645161,17.59530792,0,0,165.2104405,165.6453296,233.9505608,0.742963951,6.78100973
16515875,-2.346041056,6.686217009,0,0,314.2455651,133.8294858,341.5561542,0.763304719,7.449682603
16740750,-2.287390029,3.343108504,0,0,364.1525938,79.71327394,372.7751569,0.768476336,7.638425826
16965625,-2.346041056,11.08504399,0,0,246.9422487,173.6634551,301.8931431,0.763304719,7.449682603
17190500,-2.639296188,22.17008798,0,0,128.0810661,156.6394884,202.3380557,0.737964024,6.632539753
17415375,-3.108504399,33.60703812,0,0,78.82971283,119.3532478,143.0360842,0.699157112,5.647988312
17640250,-3.812316716,46.09970674,0,0,56.01602365,89.07275453,105.2223859,0.644739331,4.629669069
17865125,-4.926686217,59.64809384,0,0,45.31767824,65.38293723,79.55262687,0.567107889,3.62008882
18090000,-6.451612903,74.78005865,0,0,39.60924758,47.01236363,61.4740175,0.475794431,2.815297127
18314875,-8.563049853,92.90322581,0,0,36.56634309,31.65978952,48.36775496,0.373119122,2.190398801
18539750,-11.20234604,116.4809384,0,0,34.97057556,18.65179315,39.63370463,0.275348489,1.759947327
18764625,-13.48973607,150.7917889,0,0,33.77354518,7.301632737,34.55381592,0.211598798,1.536779491
18989500,-12.96187683,162.228739,0,0,32.10135386,4.640897279,32.43508667,0.224856869,1.580168641
19214375,-10.4398827,122.9912023,0,0,32.080382,17.78459872,36.68027891,0.30061169,1.859641735
19439250,-7.917888563,91.84750733,0,0,35.30680728,33.82770766,48.89667111,0.401888493,2.343858089
19664125,-5.982404692,70.20527859,0,0,40.994439,51.80875016,66.06580523,0.502203535,3.017706313
19889000,-4.633431085,53.13782991,0,0,51.21936659,73.29500035,89.41801043,0.586581613,3.837714201
20113875,-3.695014663,38.70967742,0,0,70.35410193,100.3706809,122.5723184,0.65350553,4.77209789
20338750,-2.991202346,25.68914956,0,0,110.6377104,136.5522199,175.7475795,0.708663203,5.864906937
20563625,-2.580645161,13.90029326,0,0,204.414183,162.8767164,261.3694376,0.742963951,6.78100973
20788500,-2.346041056,4.750733138,0,0,340.5989263,103.1797578,355.8843787,0.763304719,7.449682603
21013375,-2.346041056,4.574780059,0,0,342.7307536,99.98850713,357.0183063,0.763304719,7.449682603
21238250,-2.463343109,14.78005865,0,0,195.3288824,173.3707531,261.1719555,0.753065661,7.09931906
21463125,-2.75659824,25.86510264,0,0,106.8885467,144.492451,179.7309929,0.72806489,6.354695745
21688000,-3.284457478,37.47800587,0,0,69.45209601,109.1352103,129.3603021,0.685136534,5.351959544
21912875,-4.046920821,49.79472141,0,0,51.93229168,82.12398483,97.16641294,0.627558128,4.369965493
22137750,-5.161290323,63.3431085,0,0,42.95178813,60.94948978,74.56337176,0.551995432,3.464240196
22362625,-6.744868035,78.65102639,0,0,38.25118799,43.76312077,58.12369673,0.459998694,2.703694743
22587500,-8.914956012,97.12609971,0,0,35.80186901,29.20747574,46.20444204,0.358304448,2.116742813
22812375,-11.5542522,121.2316716,0,0,34.59839586,16.82118785,38.47078576,0.264415792,1.718927322
23037250,-13.60703812,154.6627566,0,0,33.65449602,6.287258952,34.23674528,0.208760387,1.527679312
23262125,-12.84457478,161.5249267,0,0,31.93652302,4.865938774,32.30509036,0.227914135,1.590385463
23487000,-10.32258065,119.6480938,0,0,32.53112422,18.99225796,37.66934969,0.304698957,1.876451891
23711875,-7.917888563,89.73607038,0,0,36.20992731,34.71066899,50.15963893,0.401888493,2.343858089
23936750,-6.099706745,68.79765396,0,0,42.52674203,52.07151181,67.23069336,0.495466919,2.964061176
24161625,-4.750733138,52.08211144,0,0,53.32383686,73.20677685,90.56855831,0.57871314,3.747359076
24386500,-3.812316716,37.82991202,0,0,73.55127259,99.55129262,123.7749957,0.644739331,4.629669069
24611375,-3.167155425,24.98533724,0,0,115.9082525,131.3371821,175.1689995,0.694451993,5.545616255
24836250,-2.697947214,13.19648094,0,0,210.3192254,152.1204541,259.5665794,0.732997746,6.490573475
25061125,-2.463343109,4.398826979,0,0,330.8907654,88.29890952,342.4695549,0.753065661,7.09931906
25286000,-2.463343109,5.102639296,0,0,323.3172341,100.0483712,338.4430683,0.753065661,7.09931906
25510875,-2.521994135,15.48387097,0,0,186.967064,169.5148915,252.3727035,0.747997753,6.936437171
25735750,-2.873900293,26.56891496,0,0,104.7428172,139.0417045,174.0794455,0.718298543,6.099714781
25960625,-3.343108504,38.53372434,0,0,67.37263438,106.4015192,125.9379019,0.680525769,5.26028582
26185500,-4.164222874,51.02639296,0,0,51.00601793,79.62602168,94.56171104,0.619139991,4.251273305
26410375,-5.278592375,65.1026393,0,0,41.96819791,58.94448399,72.3587025,0.544590901,3.39165578
26635250,-6.920821114,80.93841642,0,0,37.54228299,41.9473517,56.29390133,0.450774089,2.641488793
26860125,-9.208211144,100.2932551,0,0,35.37558594,27.40272363,44.7475289,0.34640922,2.060018687
27085000,-11.84750733,126.3343109,0,0,34.15420238,15.05065006,37.32333864,0.255637542,1.686863072
27309875,-13.60703812,155.8944282,0,0,33.56583045,5.984576545,34.09516285,0.208760387,1.527679312
27534750,-12.25806452,153.6070381,0,0,31.42910994,7.243958184,32.25312205,0.24383541,1.644926814
27759625,-9.677419355,112.0821114,0,0,32.93872464,22.45297568,39.86346319,0.328192787,1.977044548
27984500,-7.390029326,84.10557185,0,0,37.34505734,38.8071986,53.85770113,0.427069478,2.490824667
28209375,-5.68914956,64.04692082,0,0,44.7866105,57.29652472,72.72367032,0.51944853,3.161885098
28434250,-4.457478006,47.85923754,0,0,57.80441457,79.964727,98.66969093,0.598585372,3.98237947
28659125,-3.57771261,33.7829912,0,0,83.1045827,109.0774685,137.1286469,0.662390918,4.924011258
28884000,-2.991202346,21.1143695,0,0,138.2523248,141.7983992,198.0416404,0.708663203,5.864906937
29108875,-2.639296188,9.677419355,0,0,253.9485846,138.3500446,289.1895892,0.737964024,6.632539753
29333750,-2.463343109,3.695014663,0,0,337.6300106,75.7036234,346.0130961,0.753065661,7.09931906
29558625,-2.463343109,7.917888563,0,0,287.3103993,137.7013104,318.6046397,0.753065661,7.09931906
29783500,-2.639296188,18.82697947,0,0,154.2412467,161.3163333,223.1889818,0.737964024,6.632539753
30008375,-2.991202346,30.08797654,0,0,90.22875635,128.7911499,157.2526272,0.708663203,5.864906937
30233250,-3.57771261,41.87683284,0,0,62.0353415,97.7480398,115.7715979,0.662390918,4.924011258
30458125,-4.457478006,54.54545455,0,0,48.32938,73.44629197,87.92091205,0.598585372,3.98237947
30683000,-5.747800587,68.62170088,0,0,41.22186363,53.98018129,67.91982047,0.515952796,3.131828436
30907875,-7.507331378,84.80938416,0,0,37.34126381,38.10190712,53.34908911,0.421340718,2.456265306
31132750,-9.91202346,104.8680352,0,0,35.46469216,24.38830875,43.04107333,0.31944701,1.938786587
31357625,-12.72727273,132.6686217,0,0,34.63692735,12.43026255,36.79983917,0.23101297,1.6008241
31582500,-13.95894428,156.5982405,0,0,34.08053875,5.654399912,34.54642326,0.200471567,1.501474517
31807375,-12.08211144,142.3460411,0,0,32.21645693,10.44054816,33.865988,0.248825238,1.662496267
32032250,-9.384164223,103.6363636,0,0,34.68858375,25.86797163,43.27181298,0.339462487,2.027837119
32257125,-7.15542522,77.94721408,0,0,40.00342506,42.51467971,58.37612532,0.438761729,2.563548857
32482000,-5.513196481,59.1202346,0,0,48.78856818,61.73921487,78.68961201,0.530078483,3.256029846
32706875,-4.340175953,43.81231672,0,0,64.15397476,85.29024217,106.7246827,0.606724039,4.085487539
32931750,-3.460410557,30.4398827,0,0,93.70249934,116.0657219,149.1690658,0.671397117,5.086373871
33156625,-2.93255132,18.12316716,0,0,160.5600155,145.1548725,216.4473506,0.713464607,5.979940527
33381500,-2.580645161,7.038123167,0,0,289.9171877,117.8231802,312.9445279,0.742963951,6.78100973
33606375,-2.404692082,3.343108504,0,0,348.1485115,72.4047458,355.5978533,0.758167905,7.270200866
33831250,-2.404692082,10.38123167,0,0,255.1976311,164.0005012,303.3512738,0.758167905,7.270200866
34056125,-2.639296188,21.1143695,0,0,135.7388721,158.4705386,208.6575017,0.737964024,6.632539753
34281000,-2.991202346,32.37536657,0,0,81.55547451,124.3372495,148.697838,0.708663203,5.864906937
34505875,-3.57771261,44.34017595,0,0,57.12069593,94.23585079,110.1960502,0.662390918,4.924011258
34730750,-4.516129032,57.00879765,0,0,45.78539227,70.63425774,84.17541513,0.594557071,3.932876753
34955625,-5.865102639,71.61290323,0,0,39.49373067,51.49833956,64.89864205,0.509031746,3.073583135
35180500,-7.80058651,88.15249267,0,0,36.59231596,35.72444738,51.13935596,0.407352771,2.374688855
35405375,-10.38123167,108.914956,0,0,35.26928298,22.23194858,41.69150825,0.302648424,1.867993804
35630250,-13.31378299,138.8269795,0,0,34.75168787,10.36334922,36.26401545,0.215928939,1.550789207
35855125,-14.01759531,157.4780059,0,0,34.11493967,5.418849719,34.54262643,0.199122453,1.497260672
36080000,-11.73020528,132.6686217,0,0,32.88490695,13.43247283,35.52250599,0.259113318,1.69946815
36304875,-9.032258065,95.89442815,0,0,36.53405115,29.36196948,46.87069601,0.353498111,2.093571778
36529750,-6.862170088,71.7888563,0,0,43.04674897,46.74148908,63.54360234,0.453828218,2.661851573
36754625,-5.278592375,54.01759531,0,0,53.56173247,67.11109577,85.86476786,0.544590901,3.39165578
36979500,-4.164222874,39.06158358,0,0,73.09094678,92.48691252,117.8817861,0.619139991,4.251273305
37204375,-3.401759531,26.04105572,0,0,112.0917872,122.4948613,166.0408377,0.675946033,5.171811496
37429250,-2.873900293,14.07624633,0,0,197.5823637,142.6205317,243.6789004,0.718298543,6.099714781
37654125,-2.580645161,4.750733138,0,0,314.7314177,86.45610177,326.390139,0.742963951,6.78100973
37879000,-2.463343109,4.398826979,0,0,330.8907654,88.29890952,342.4695549,0.753065661,7.09931906
38103875,-2.463343109,13.90029326,0,0,205.9758025,172.1599221,268.4493807,0.753065661,7.09931906
38328750,-2.697947214,24.80938416,0,0,111.9892385,148.8785959,186.2966072,0.732997746,6.490573475
38553625,-3.108504399,36.07038123,0,0,71.28003812,114.8025207,135.1312791,0.699157112,5.647988312
38778500,-3.753665689,48.03519062,0,0,52.29562194,87.23737793,101.7113179,0.649107632,4.699753495
39003375,-4.692082111,61.05571848,0,0,42.58671413,65.74392557,78.33193454,0.582634094,3.791958255
39228250,-6.099706745,76.01173021,0,0,37.50227327,47.79275567,60.75004523,0.495466919,2.964061176
39453125,-8.093841642,93.25513196,0,0,35.20919931,32.77088969,48.1000928,0.393829204,2.299400126
39678000,-10.79178886,115.601173,0,0,34.38848185,19.53277586,39.54866644,0.288675919,1.81165794
39902875,-13.48973607,147.4486804,0,0,34.07890689,8.123613625,35.03376932,0.211598798,1.536779491
40127750,-13.66568915,160.2932551,0,0,33.38187776,4.877958355,33.73639341,0.207355492,1.523199215
40352625,-11.20234604,124.2228739,0,0,33.35110251,16.43216379,37.17945731,0.275348489,1.759947327
40577500,-8.62170088,89.91202346,0,0,37.96163914,32.61782274,50.050059,0.370608142,2.177670594
40802375,-6.568914956,67.21407625,0,0,45.50050125,50.51388264,67.98490975,0.46941207,2.769403497
41027250,-5.102639296,49.97067449,0,0,58.18158241,71.64294738,92.29197387,0.555735366,3.501821315
41252125,-4.105571848,35.54252199,0,0,81.71220842,96.84570026,126.7121725,0.623334849,4.309755875
41477000,-3.343108504,22.52199413,0,0,130.395562,126.6188291,181.7562392,0.680525769,5.26028582
41701875,-2.873900293,10.90909091,0,0,229.8051124,129.0760586,263.5735544,0.718298543,6.099714781
41926750,-2.521994135,3.870967742,0,0,329.1333199,75.46113544,337.6731041,0.747997753,6.936437171
42151625,-2.463343109,6.51026393,0,0,306.1958388,120.7879198,329.1589483,0.753065661,7.09931906
42376500,-2.580645161,16.8914956,0,0,172.077369,165.8345951,238.980614,0.742963951,6.78100973
42601375,-2.815249267,27.80058651,0,0,97.92164659,138.4692099,169.5947256,0.723165229,6.22452601
42826250,-3.225806452,39.06158358,0,0,64.7789574,107.4285248,125.4480022,0.689778538,5.447007202
43051125,-3.929618768,51.02639296,0,0,49.24985584,81.81219244,95.49231975,0.636090723,4.495875278
43276000,-4.985337243,63.87096774,0,0,41.56957792,61.58697569,74.30333359,0.563291422,3.579713112
43500875,-6.392961877,78.29912023,0,0,37.21825362,45.31290429,58.6383637,0.479018081,2.838904817
43725750,-8.445747801,95.36656891,0,0,35.30195953,31.0218472,46.99556735,0.378192237,2.216428161
43950625,-11.20234604,117.1847507,0,0,34.8115502,18.45195928,39.39947751,0.275348489,1.759947327
44175500,-13.90029326,149.5601173,0,0,34.53686019,7.362987514,35.31300464,0.201829822,1.505731303
44400375,-13.90029326,160.6451613,0,0,33.73934397,4.705318432,34.06586786,0.201829822,1.505731303
44625250,-11.31964809,121.0557185,0,0,34.20061634,17.18646702,38.27606049,0.271654933,1.745951184
44850125,-8.62170088,87.62463343,0,0,38.97642852,33.46102447,51.36927232,0.370608142,2.177670594
45075000,-6.568914956,65.27859238,0,0,47.09607592,51.51363199,69.79752609,0.46941207,2.769403497
45299875,-5.102639296,48.2111437,0,0,60.82301236,72.92856423,94.96322611,0.555735366,3.501821315
45524750,-4.105571848,33.7829912,0,0,86.76120564,98.36178883,131.1584855,0.623334849,4.309755875
45749625,-3.343108504,21.1143695,0,0,138.7726329,126.7296407,187.9314914,0.680525769,5.26028582
45974500,-2.873900293,9.501466276,0,0,244.3107307,119.6920892,272.0550117,0.718298543,6.099714781
46199375,-2.580645161,3.695014663,0,0,323.9066445,69.23530463,331.2235526,0.742963951,6.78100973
46424250,-2.521994135,7.917888563,0,0,283.2166732,132.4974075,312.6775447,0.747997753,6.936437171
46649125,-2.580645161,18.47507331,0,0,157.0294423,165.0470383,227.8130168,0.742963951,6.78100973
46874000,-2.873900293,29.5601173,0,0,90.86836546,133.0464327,161.1161478,0.718298543,6.099714781
47098875,-3.343108504,40.82111437,0,0,61.97676392,102.7071374,119.9578065,0.680525769,5.26028582
47323750,-4.046920821,52.78592375,0,0,47.7494268,78.73687853,92.08422123,0.627558128,4.369965493
47548625,-5.102639296,65.80645161,0,0,40.49730575,59.40468577,71.89539947,0.555735366,3.501821315
47773500,-6.627565982,80.41055718,0,0,36.84427346,43.28785475,56.84486657,0.466253066,2.747094125
47998375,-8.739002933,97.82991202,0,0,35.12122581,29.37029602,45.78334622,0.365636761,2.152767812
48223250,-11.5542522,120.5278592,0,0,34.74250301,17.01578982,38.6856384,0.264415792,1.718927322
48448125,-14.25219941,153.431085,0,0,34.76348148,6.262465075,35.32305357,0.19381618,1.48082379
48673000,-13.7829912,160.2932551,0,0,33.57133591,4.834050647,33.917586,0.204574001,1.514375949
48897875,-11.02639296,114.7214076,0,0,35.04831749,19.42447184,40.07112009,0.280983199,1.781576169
49122750,-8.387096774,82.69794721,0,0,40.78597797,36.03049375,54.421434,0.380754602,2.229737366
49347625,-6.392961877,61.23167155,0,0,50.14033692,54.64633353,74.16383994,0.479018081,2.838904817
49572500,-4.985337243,44.51612903,0,0,66.41286577,76.8369046,101.5607141,0.563291422,3.579713112
49797375,-4.046920821,30.08797654,0,0,98.45820607,102.2030469,141.9136397,0.627558128,4.369965493
50022250,-3.343108504,17.41935484,0,0,163.2040753,123.857657,204.8811592,0.680525769,5.26028582
50247125,-2.873900293,6.51026393,0,0,273.1041659,91.90023856,288.1519378,0.718298543,6.099714781
50472000,-2.639296188,3.519061584,0,0,318.7094359,63.40004345,324.9542584,0.737964024,6.632539753
50696875,-2.580645161,11.43695015,0,0,234.3785599,154.1462082,280.5251554,0.742963951,6.78100973
50921750,-2.697947214,22.34604106,0,0,127.5539321,153.6473623,199.693559,0.732997746,6.490573475
51146625,-3.049853372,33.43108504,0,0,78.68611462,120.9609074,144.3019256,0.70389411,5.754340491
51371500,-3.57771261,45.04398827,0,0,55.82027931,93.24107325,108.6729098,0.662390918,4.924011258
51596375,-4.398826979,57.36070381,0,0,44.65121716,71.16350909,84.01176239,0.602640967,4.033231491
51821250,-5.571847507,70.90909091,0,0,38.74264159,53.33954865,65.92495527,0.526511213,3.223964864
52046125,-7.272727273,86.2170088,0,0,35.94824401,38.2153129,52.46604986,0.432876128,2.526566415
52271000,-9.618768328,104.8680352,0,0,34.83212704,24.97409396,42.86003317,0.330416391,1.986930943
52495875,-12.55131965,130.2052786,0,0,34.72340915,13.23920186,37.16169545,0.235740401,1.616911848
52720750,-14.48680352,155.8944282,0,0,34.94269312,5.583292264,35.3859429,0.188651309,1.465031402
52945625,-13.07917889,146.0410557,0,0,33.54409264,8.743874361,34.66498939,0.221840613,1.570167542
53170500,-10.20527859,102.7565982,0,0,36.72008331,24.45405307,44.11762947,0.308841797,1.8936935
53395375,-7.741935484,74.95601173,0,0,43.53671901,41.45914592,60.11910414,0.410112707,2.390478188
53620250,-5.923753666,55.42521994,0,0,54.58856093,61.06088579,81.90447337,0.505606114,3.045357468
53845125,-4.692082111,39.76539589,0,0,74.42578733,83.98297207,112.2155846,0.582634094,3.791958255
54070000,-3.812316716,26.2170088,0,0,112.8613756,110.0306473,157.6211707,0.644739331,4.629669069
54294875,-3.167155425,14.07624633,0,0,191.6629418,125.0513139,228.8504192,0.694451993,5.545616255
54519750,-2.75659824,4.750733138,0,0,297.6020592,76.37495035,307.2460231,0.72806489,6.354695745
54744625,-2.521994135,4.398826979,0,0,324.3169972,84.47773085,335.1387797,0.747997753,6.936437171
54969500,-2.521994135,13.90029326,0,0,205.2366527,167.4451655,264.8772679,0.747997753,6.936437171
55194375,-2.639296188,24.28152493,0,0,114.2926064,152.3197887,190.4313995,0.737964024,6.632539753
55419250,-2.93255132,35.19061584,0,0,71.59286065,119.9129818,139.6590882,0.713464607,5.979940527
55644125,-3.460410557,46.4516129,0,0,52.24420994,92.57857221,106.3026317,0.671397117,5.086373871
55869000,-4.2228739,58.41642229,0,0,42.35645136,71.37180248,82.99399473,0.614973363,4.194445804
56093875,-5.395894428,71.61290323,0,0,37.44922097,53.68494854,65.45622851,0.537285696,3.322321533
56318750,-6.979472141,86.39296188,0,0,34.94032981,39.05604737,52.40421246,0.447740513,2.621486002
56543625,-9.26686217,104.340176,0,0,34.20193573,25.86508979,42.88094306,0.344077989,2.049142988
56768500,-12.19941349,128.4457478,0,0,34.40896806,14.07979413,37.17818831,0.245487467,1.650718065
56993375,-14.54545455,155.7184751,0,0,35.04294532,5.597004236,35.48710291,0.187381742,1.461180242
57218250,-13.43108504,149.9120235,0,0,33.75499736,7.552792544,34.58965918,0.213032443,1.541400827
57443125,-10.55718475,104.1642229,0,0,36.98143204,23.32019097,43.72021984,0.29657925,1.843248511
57668000,-8.035190616,74.78005865,0,0,44.40272697,40.31387257,59.97341481,0.396497514,2.313988008
57892875,-6.158357771,54.36950147,0,0,56.65368131,59.80827019,82.38124052,0.492132574,2.93803559
58117750,-4.809384164,38.18181818,0,0,78.45324283,83.26587696,114.403311,0.574818572,3.703874324
58342625,-3.870967742,24.28152493,0,0,121.5677336,108.5439436,162.973929,0.640400427,4.561741867
58567500,-3.284457478,11.96480938,0,0,205.8009636,110.1841832,233.4407651,0.685136534,5.351959544
58792375,-2.873900293,4.2228739,0,0,290.6986369,63.53053007,297.5597851,0.718298543,6.099714781
59017250,-2.639296188,6.51026393,0,0,291.2557163,107.0234605,310.2964927,0.737964024,6.632539753
59242125,-2.639296188,17.06744868,0,0,170.3573922,162.0423473,235.1156383,0.737964024,6.632539753
59467000,-2.815249267,27.80058651,0,0,97.92164659,138.4692099,169.5947256,0.723165229,6.22452601
59691875,-3.167155425,39.06158358,0,0,64.10444788,108.3675562,125.9083297,0.694451993,5.545616255
59916750,-3.753665689,50.6744868,0,0,48.33206653,83.8787766,96.80721987,0.649107632,4.699753495
60141625,-4.692082111,63.3431085,0,0,40.44096923,63.75968838,75.50344267,0.582634094,3.791958255
60366500,-5.923753666,77.06744868,0,0,36.15781895,47.87422149,59.99440769,0.505606114,3.045357468
60591375,-7.80058651,93.07917889,0,0,34.47401998,33.62527968,48.15721636,0.407352771,2.374688855
60816250,-10.32258065,112.7859238,0,0,34.13309972,21.13999052,40.1493175,0.304698957,1.876451891
61041125,-13.37243402,140.7624633,0,0,34.60946546,9.843297077,35.98201769,0.214475801,1.546070514
61266000,-14.72140762,157.1260997,0,0,35.21214595,5.201965384,35.5943207,0.183624074,1.449851761
