Frequency,Returnloss,Returnphase,Transmissionloss,Transmissionphase,Rs,Xs,|Z|,Magnitude,SWR
8050110,0.703812317,124.2228739,0,0,2.590476453,26.40534778,26.53211186,1.084402764,24.69590648
8277256,0.762463343,127.0381232,0,0,2.736101647,24.84852803,24.99871192,1.091749916,22.79838509
8504402,0.762463343,129.8533724,0,0,2.672088025,23.33848308,23.49095245,1.091749916,22.79838509
8731548,0.762463343,132.4926686,0,0,2.616921875,21.95382936,22.10924928,1.091749916,22.79838509
8958694,0.82111437,135.1319648,0,0,2.763100173,20.58936885,20.77394599,1.099146847,21.17209884
9185840,0.82111437,137.771261,0,0,2.712849511,19.25832312,19.44845911,1.099146847,21.17209884
9412986,0.879765396,140.4105572,0,0,2.856797811,17.94387661,18.16986521,1.106593895,19.76280068
9640132,0.82111437,142.8739003,0,0,2.627266168,16.74929762,16.95409975,1.099146847,21.17209884
9867278,0.82111437,145.5131965,0,0,2.588551618,15.48115164,15.69607134,1.099146847,21.17209884
10094424,0.938416422,147.8005865,0,0,2.922438377,14.38595983,14.67979857,1.114091398,18.52980532
10321570,0.938416422,150.4398827,0,0,2.88560576,13.15086756,13.46373047,1.114091398,18.52980532
10548716,0.938416422,152.7272727,0,0,2.856673353,12.09246839,12.42531184,1.114091398,18.52980532
10775862,0.938416422,155.1906158,0,0,2.828498032,10.96393112,11.3229054,1.114091398,18.52980532
11003008,0.997067449,157.4780059,0,0,2.979904987,9.921577633,10.35941777,1.1216397,17.44200048
11230154,0.997067449,159.7653959,0,0,2.957609107,8.891677778,9.370666216,1.1216397,17.44200048
11457300,0.997067449,162.0527859,0,0,2.937886292,7.869015413,8.399558288,1.1216397,17.44200048
11684446,0.997067449,164.1642229,0,0,2.921907834,6.930686505,7.521433429,1.1216397,17.44200048
11911592,0.997067449,166.4516129,0,0,2.906957491,5.919502293,6.594763775,1.1216397,17.44200048
12138738,0.997067449,168.5630499,0,0,2.895294372,4.990324547,5.769407992,1.1216397,17.44200048
12365884,0.997067449,170.6744868,0,0,2.885649841,4.064535753,4.984719239,1.1216397,17.44200048
12593030,0.997067449,172.9618768,0,0,2.877449034,3.064682708,4.203806971,1.1216397,17.44200048
12820176,0.938416422,174.8973607,0,0,2.703697201,2.221417581,3.499239149,1.114091398,18.52980532
13047322,0.997067449,176.6568915,0,0,2.869076893,1.454319972,3.216620711,1.1216397,17.44200048
13274468,0.997067449,178.4164223,0,0,2.867189377,0.688738292,2.948751492,1.1216397,17.44200048
13501614,0.997067449,179.8240469,0,0,2.866650391,0.076521713,2.867671535,1.1216397,17.44200048
13728760,0.997067449,180,0,0,2.866643654,3.05155E-15,2.866643654,1.1216397,17.44200048
13955906,0.997067449,180,0,0,2.866643654,3.05155E-15,2.866643654,1.1216397,17.44200048
14183052,0.997067449,179.4721408,0,0,2.866704283,0.229566568,2.875881475,1.1216397,17.44200048
14410198,0.938416422,177.71261,0,0,2.699427702,0.995286417,2.87706534,1.114091398,18.52980532
14637344,0.997067449,175.9530792,0,0,2.870210197,1.760722871,3.367232039,1.1216397,17.44200048
14864490,1.055718475,174.0175953,0,0,3.043122756,2.603038766,4.00454828,1.129239143,16.47518773
15091636,1.055718475,172.2580645,0,0,3.048710291,3.37068459,4.544903634,1.129239143,16.47518773
15318782,1.055718475,170.4985337,0,0,3.055749902,4.139909567,5.145528028,1.129239143,16.47518773
15545928,1.055718475,168.914956,0,0,3.063338028,4.833863652,5.722785832,1.129239143,16.47518773
15773074,0.997067449,167.1554252,0,0,2.902843634,5.609360098,6.315965633,1.1216397,17.44200048
16000220,0.997067449,165.5718475,0,0,2.912420319,6.307813359,6.94771196,1.1216397,17.44200048
16227366,0.997067449,163.9882698,0,0,2.92315889,7.008690004,7.593852347,1.1216397,17.44200048
16454512,0.997067449,162.228739,0,0,2.936473799,7.790623631,8.325664835,1.1216397,17.44200048
16681658,0.997067449,160.6451613,0,0,2.949722668,8.497537852,8.994943766,1.1216397,17.44200048
16908804,0.997067449,159.2375367,0,0,2.962523371,9.128672288,9.597353931,1.1216397,17.44200048
17135950,0.997067449,157.6539589,0,0,2.97809693,9.842077327,10.28277917,1.1216397,17.44200048
17363096,0.997067449,156.0703812,0,0,2.994936337,10.55934768,10.97585838,1.1216397,17.44200048
17590242,0.997067449,154.6627566,0,0,3.010989327,11.20041256,11.59807304,1.1216397,17.44200048
17817388,0.997067449,153.0791789,0,0,3.030295897,11.92582114,12.30479187,1.1216397,17.44200048
18044534,0.997067449,151.6715543,0,0,3.048590347,12.57461864,12.93889242,1.1216397,17.44200048
18271680,0.997067449,150.2639296,0,0,3.067976105,13.22740911,13.57854296,1.1216397,17.44200048
18498826,0.997067449,148.856305,0,0,3.088478785,13.88442616,14.22378259,1.1216397,17.44200048
18725972,0.997067449,147.4486804,0,0,3.110125734,14.54590897,14.87468823,1.1216397,17.44200048
18953118,0.997067449,146.0410557,0,0,3.132946109,15.21210261,15.53136882,1.1216397,17.44200048
19180264,0.997067449,144.6334311,0,0,3.156970965,15.88325848,16.19396077,1.1216397,17.44200048
19407410,0.938416422,143.2258065,0,0,2.995542119,16.56654397,16.83519088,1.114091398,18.52980532
19634556,0.938416422,141.9941349,0,0,3.017340613,17.16316461,17.42637553,1.114091398,18.52980532
19861702,0.997067449,140.5865103,0,0,3.23305984,17.84283942,18.13338343,1.1216397,17.44200048
20088848,0.997067449,139.3548387,0,0,3.258380681,18.44877889,18.7343131,1.1216397,17.44200048
20315994,0.997067449,137.9472141,0,0,3.288615111,19.14715686,19.42752185,1.1216397,17.44200048
20543140,0.997067449,136.7155425,0,0,3.316237616,19.76360151,20.03989463,1.1216397,17.44200048
20770286,0.997067449,135.483871,0,0,3.344982269,20.38526632,20.6578796,1.1216397,17.44200048
20997432,0.997067449,134.2521994,0,0,3.37488189,21.01236145,21.28166256,1.1216397,17.44200048
21224578,0.997067449,133.0205279,0,0,3.405971039,21.64510318,21.91143835,1.1216397,17.44200048
21451724,0.938416422,131.7888563,0,0,3.236681759,22.29376041,22.52749125,1.114091398,18.52980532
21678870,0.938416422,130.7331378,0,0,3.263714361,22.84632172,23.07826353,1.114091398,18.52980532
21906016,0.938416422,129.5014663,0,0,3.29639008,23.49685013,23.72694994,1.114091398,18.52980532
22133162,0.938416422,128.4457478,0,0,3.325401615,24.05965599,24.28837875,1.114091398,18.52980532
22360308,0.938416422,127.2140762,0,0,3.360456357,24.72256342,24.94990599,1.114091398,18.52980532
22587454,0.938416422,126.1583578,0,0,3.391570172,25.29635674,25.52270387,1.114091398,18.52980532
22814600,0.938416422,124.9266862,0,0,3.429154945,25.97253651,26.1979342,1.114091398,18.52980532
23041746,0.938416422,123.8709677,0,0,3.46250688,26.55810687,26.78286755,1.114091398,18.52980532
23268892,0.938416422,122.8152493,0,0,3.496941387,27.14939313,27.37367616,1.114091398,18.52980532
23496038,0.938416422,121.7595308,0,0,3.532491803,27.74657979,27.97054143,1.114091398,18.52980532
23723184,0.938416422,120.7038123,0,0,3.569193007,28.34985698,28.57365096,1.114091398,18.52980532
23950330,0.879765396,119.6480938,0,0,3.382438966,28.97309186,29.16986365,1.106593895,19.76280068
24177476,0.879765396,118.5923754,0,0,3.41913452,29.58958685,29.78647563,1.106593895,19.76280068
24404622,0.879765396,117.5366569,0,0,3.457017733,30.21279403,30.40993086,1.106593895,19.76280068
24631768,0.879765396,116.4809384,0,0,3.496127955,30.84292965,31.0404449,1.106593895,19.76280068
24858914,0.879765396,115.601173,0,0,3.529686787,31.37349615,31.57142616,1.106593895,19.76280068
25086060,0.879765396,114.5454545,0,0,3.571155015,32.01691947,32.21546648,1.106593895,19.76280068
25313206,0.879765396,113.4897361,0,0,3.613972261,32.66792384,32.86721837,1.106593895,19.76280068
25540352,0.938416422,112.6099707,0,0,3.893032119,33.19947964,33.42695241,1.114091398,18.52980532
25767498,0.879765396,111.5542522,0,0,3.696132169,33.88194224,34.08294886,1.106593895,19.76280068
25994644,0.879765396,110.6744868,0,0,3.735112383,34.44289286,34.64482549,1.106593895,19.76280068
26221790,0.879765396,109.6187683,0,0,3.783296981,35.12386134,35.32702891,1.106593895,19.76280068
26448936,0.879765396,108.7390029,0,0,3.824662594,35.69804757,35.90234873,1.106593895,19.76280068
26676082,0.879765396,107.8592375,0,0,3.867166038,36.27851375,36.48404491,1.106593895,19.76280068
26903228,0.879765396,106.9794721,0,0,3.910842759,36.86543178,37.07229089,1.106593895,19.76280068
27130374,0.82111437,105.9237537,0,0,3.701632816,37.59795844,37.77973749,1.099146847,21.17209884
27357520,0.82111437,105.0439883,0,0,3.744965897,38.20024533,38.38337548,1.099146847,21.17209884
27584666,0.82111437,104.1642229,0,0,3.789511184,38.80958874,38.99416075,1.099146847,21.17209884
27811812,0.762463343,103.2844575,0,0,3.562406457,39.44588472,39.60642071,1.091749916,22.79838509
28038958,0.762463343,102.4046921,0,0,3.606167871,40.07049498,40.23243734,1.091749916,22.79838509
28266104,0.762463343,101.7008798,0,0,3.642069365,40.57570563,40.73883352,1.091749916,22.79838509
28493250,0.703812317,100.9970674,0,0,3.396781241,41.10557972,41.24568835,1.084402764,24.69590648
28720396,0.703812317,100.1173021,0,0,3.440272123,41.75118831,41.89268668,1.084402764,24.69590648
28947542,0.703812317,99.41348974,0,0,3.47596431,42.27362865,42.41629412,1.084402764,24.69590648
29174688,0.703812317,98.70967742,0,0,3.512479931,42.80149227,42.94537526,1.084402764,24.69590648
29401834,0.703812317,98.0058651,0,0,3.549841893,43.33490392,43.48005607,1.084402764,24.69590648
29628980,0.703812317,97.12609971,0,0,3.597770764,44.00966604,44.15647925,1.084402764,24.69590648
29856126,0.703812317,96.42228739,0,0,3.637125135,44.55603496,44.7042384,1.084402764,24.69590648
30083272,0.703812317,95.54252199,0,0,3.687624458,45.247419,45.39743936,1.084402764,24.69590648
30310418,0.703812317,94.83870968,0,0,3.729101723,45.80743618,45.95897528,1.084402764,24.69590648
30537564,0.703812317,94.13489736,0,0,3.771567287,46.37375277,46.52687036,1.084402764,24.69590648
30764710,0.703812317,93.25513196,0,0,3.826083393,47.09073539,47.24591277,1.084402764,24.69590648
30991856,0.64516129,92.55131965,0,0,3.549465314,47.69567169,47.8275632,1.077105056,26.93863623
31219002,0.64516129,91.84750733,0,0,3.591560683,48.28409901,48.41749194,1.077105056,26.93863623
31446148,0.64516129,91.14369501,0,0,3.634683796,48.87951034,49.01446172,1.077105056,26.93863623
31673294,0.64516129,90.4398827,0,0,3.678865999,49.48207577,49.61864446,1.077105056,26.93863623
31900440,0.703812317,89.73607038,0,0,4.0612723,50.06564364,50.23009661,1.084402764,24.69590648
32127586,0.64516129,88.85630499,0,0,3.782319122,50.86492169,51.00535459,1.077105056,26.93863623
32354732,0.703812317,88.15249267,0,0,4.176844098,51.46414368,51.63336239,1.084402764,24.69590648
32581878,0.64516129,87.44868035,0,0,3.879238101,52.12696857,52.27111383,1.077105056,26.93863623
32809024,0.703812317,86.74486804,0,0,4.285149249,52.74083408,52.91463014,1.084402764,24.69590648
33036170,0.64516129,86.04105572,0,0,3.981140093,53.42156902,53.56970705,1.077105056,26.93863623
33263316,0.586510264,85.3372434,0,0,3.668650896,54.10973254,54.23395758,1.06985646,29.63013689
33490462,0.64516129,84.63343109,0,0,4.088352774,54.75039771,54.90282941,1.077105056,26.93863623
33717608,0.64516129,83.92961877,0,0,4.144060576,55.42820084,55.58289923,1.077105056,26.93863623
33944754,0.64516129,83.22580645,0,0,4.20123173,56.11523944,56.27228844,1.077105056,26.93863623
34171900,0.64516129,82.52199413,0,0,4.259915519,56.81175537,56.97124212,1.077105056,26.93863623
34399046,0.64516129,81.9941349,0,0,4.304951868,57.34051185,57.50188615,1.077105056,26.93863623
34626192,0.586510264,81.29032258,0,0,3.971063474,58.0869127,58.22249369,1.06985646,29.63013689
34853338,0.586510264,80.58651026,0,0,4.028497045,58.81169212,58.94950312,1.06985646,29.63013689
35080484,0.586510264,79.88269795,0,0,4.087494282,59.54696193,59.68708642,1.06985646,29.63013689
35307630,0.586510264,79.35483871,0,0,4.132801393,60.10546969,60.24738611,1.06985646,29.63013689
35534776,0.586510264,78.65102639,0,0,4.194669002,60.85978945,61.00417379,1.06985646,29.63013689
35761922,0.586510264,77.94721408,0,0,4.258257707,61.62540764,61.77235325,1.06985646,29.63013689
35989068,0.586510264,77.41935484,0,0,4.307116007,62.2072241,62.35615429,1.06985646,29.63013689
36216214,0.527859238,76.71554252,0,0,3.938122731,63.028742,63.15165183,1.062656644,32.91999879
36443360,0.527859238,76.18768328,0,0,3.984344037,63.62709016,63.75171841,1.062656644,32.91999879
36670506,0.527859238,75.48387097,0,0,4.047516485,64.43583633,64.56283291,1.062656644,32.91999879
36897652,0.527859238,74.95601173,0,0,4.096089828,65.05080273,65.17963553,1.062656644,32.91999879
37124798,0.527859238,74.42815249,0,0,4.145718631,65.6731474,65.80386974,1.062656644,32.91999879
37351944,0.527859238,73.72434018,0,0,4.213584094,66.51469466,66.64802245,1.062656644,32.91999879
37579090,0.469208211,73.19648094,0,0,3.79339091,67.19144061,67.29843613,1.055505281,37.03260741
37806236,0.469208211,72.49266862,0,0,3.856939186,68.058484,68.16768461,1.055505281,37.03260741
38033382,0.469208211,71.96480938,0,0,3.905847807,68.71829669,68.82920853,1.055505281,37.03260741
38260528,0.469208211,71.43695015,0,0,3.955860569,69.38648131,69.49915554,1.055505281,37.03260741
38487674,0.469208211,70.73313783,0,0,4.024318507,70.29074411,70.40585094,1.055505281,37.03260741
38714820,0.410557185,70.20527859,0,0,3.568842833,71.01586219,71.10548025,1.048402045,42.32056851
38941966,0.410557185,69.67741935,0,0,3.61608091,71.71419807,71.80530793,1.048402045,42.32056851
39169112,0.410557185,69.14956012,0,0,3.664418839,72.42179107,72.51443847,1.048402045,42.32056851
39396258,0.410557185,68.62170088,0,0,3.713890336,73.13885662,73.23308904,1.048402045,42.32056851
39623404,0.410557185,67.91788856,0,0,3.781676395,74.11006387,74.20648653,1.048402045,42.32056851
39850550,0.410557185,67.39002933,0,0,3.833931474,74.85010742,74.94823288,1.048402045,42.32056851
40077696,0.351906158,66.86217009,0,0,3.333389223,75.63726176,75.71067858,1.041346611,49.37155837
40304842,0.351906158,66.33431085,0,0,3.380407695,76.39892717,76.4736767,1.041346611,49.37155837
40531988,0.351906158,65.80645161,0,0,3.428573905,77.17136082,77.24748572,1.041346611,49.37155837
40759134,0.351906158,65.27859238,0,0,3.477924905,77.95482574,78.03237032,1.041346611,49.37155837
40986280,0.351906158,64.75073314,0,0,3.528499258,78.7495934,78.82860374,1.041346611,49.37155837
41213426,0.351906158,64.2228739,0,0,3.580337118,79.55594414,79.63646817,1.041346611,49.37155837
41440572,0.293255132,63.69501466,0,0,3.02900959,80.41033505,80.46736532,1.034338658,59.24339427
41667718,0.293255132,62.99120235,0,0,3.089862837,81.5215225,81.58005813,1.034338658,59.24339427
41894864,0.351906158,62.46334311,0,0,3.762805545,82.3312254,82.41716679,1.041346611,49.37155837
42122010,0.293255132,61.93548387,0,0,3.185094465,83.2306054,83.29152719,1.034338658,59.24339427
42349156,0.293255132,61.40762463,0,0,3.234577004,84.10489553,84.1670716,1.034338658,59.24339427
42576302,0.293255132,60.8797654,0,0,3.285361603,84.9928103,85.05628374,1.034338658,59.24339427
42803448,0.234604106,60.35190616,0,0,2.670895878,85.92956513,85.97106401,1.027377867,74.05171074
43030594,0.234604106,60,0,0,2.699338635,86.53940353,86.5814922,1.027377867,74.05171074
43257740,0.175953079,59.47214076,0,0,2.057777305,87.49475862,87.51895357,1.020463919,98.73298842
43484886,0.175953079,59.1202346,0,0,2.080092931,88.12159877,88.14614545,1.020463919,98.73298842
43712032,0.117302053,58.59237537,0,0,1.409834165,89.0958784,89.10703216,1.013596501,148.0966691
43939178,0.117302053,58.06451613,0,0,1.433297518,90.06530397,90.07670799,1.013596501,148.0966691
44166324,0.058651026,57.71260997,0,0,0.724740386,90.7338882,90.7367826,1.006775298,296.1899621
44393470,0,57.36070381,0,0,0,91.40126507,91.40126507,1,#DIV/0!
44620616,0,57.00879765,0,0,0,92.07168665,92.07168665,1,#DIV/0!
44847762,-0.058651026,56.6568915,0,0,0.749659278,92.7450388,92.7480685,0.993270298,296.1899621
45074908,-0.058651026,56.48093842,0,0,0.753949677,93.08692251,93.08997573,0.993270298,296.1899621
45302054,-0.117302053,56.30498534,0,0,1.516362842,93.41641665,93.42872286,0.986585884,148.0966691
45529200,-0.117302053,56.30498534,0,0,1.516362842,93.41641665,93.42872286,0.986585884,148.0966691
45756346,-0.117302053,56.12903226,0,0,1.52510425,93.76210288,93.77450549,0.986585884,148.0966691
45983492,-0.117302053,56.12903226,0,0,1.52510425,93.76210288,93.77450549,0.986585884,148.0966691
46210638,-0.058651026,55.95307918,0,0,0.767066046,94.12440841,94.12753395,0.993270298,296.1899621
46437784,-0.058651026,55.7771261,0,0,0.771521614,94.47424454,94.47739479,0.993270298,296.1899621
46664930,-0.058651026,55.60117302,0,0,0.776019785,94.82611631,94.82929158,0.993270298,296.1899621
46892076,0,55.24926686,0,0,0,95.54111019,95.54111019,1,#DIV/0!
47119222,0,54.8973607,0,0,6.53138E-15,96.25951707,96.25951707,1,#DIV/0!
47346368,0.058651026,54.54545455,0,0,0.803934374,96.98120428,96.98453636,1.006775298,296.1899621
47573514,0.058651026,54.01759531,0,0,0.818512623,98.08786541,98.09128047,1.006775298,296.1899621
47800660,0.058651026,53.66568915,0,0,0.828472533,98.83681449,98.84028665,1.006775298,296.1899621
48027806,0.058651026,53.31378299,0,0,0.838631259,99.59491106,99.59844182,1.006775298,296.1899621
48254952,0.117302053,52.78592375,0,0,1.708250844,100.7321777,100.7466612,1.013596501,148.0966691
48482098,0.117302053,52.25806452,0,0,1.740441139,101.9079744,101.9228354,1.013596501,148.0966691
48709244,0.117302053,51.90615836,0,0,1.7624513,102.704173,102.7192941,1.013596501,148.0966691
48936390,0.117302053,51.37829912,0,0,1.796321707,103.9174806,103.9330051,1.013596501,148.0966691
49163536,0.117302053,51.02639296,0,0,1.819490482,104.7393324,104.7551349,1.013596501,148.0966691
49390682,0.117302053,50.6744868,0,0,1.843145351,105.5718213,105.5879095,1.013596501,148.0966691
49617828,0.117302053,50.32258065,0,0,1.867299937,106.4151713,106.431553,1.013596501,148.0966691
49844974,0.117302053,49.79472141,0,0,1.904499777,107.7010656,107.7179032,1.013596501,148.0966691
50072120,0.117302053,49.44281525,0,0,1.929966468,108.5725891,108.5897411,1.013596501,148.0966691
50299266,0.058651026,49.09090909,0,0,0.978163734,109.4774967,109.4818665,1.006775298,296.1899621
50526412,0.058651026,48.73900293,0,0,0.991461386,110.3731393,110.3775923,1.006775298,296.1899621
50753558,0.117302053,48.38709677,0,0,2.009738913,111.2583543,111.2765045,1.013596501,148.0966691
50980704,0.175953079,48.03519062,0,0,3.055328727,112.1396407,112.1812554,1.020463919,98.73298842
51207850,0.058651026,47.68328446,0,0,1.033141562,113.1344997,113.1392169,1.006775298,296.1899621
51434996,0.058651026,47.3313783,0,0,1.047660374,114.0806889,114.0854994,1.006775298,296.1899621
51662142,0.117302053,46.97947214,0,0,2.124606298,115.0154735,115.0350951,1.013596501,148.0966691
51889288,0.117302053,46.62756598,0,0,2.154964888,115.9881019,116.0081189,1.013596501,148.0966691
52116434,0.117302053,46.27565982,0,0,2.1860203,116.9746793,116.9951037,1.013596501,148.0966691
52343580,0.117302053,45.92375367,0,0,2.217793948,117.975527,117.9963711,1.013596501,148.0966691
52570726,0.175953079,45.57184751,0,0,3.37430852,118.9457904,118.9936427,1.020463919,98.73298842
52797872,0.058651026,45.21994135,0,0,1.142031012,120.0491344,120.0545663,1.006775298,296.1899621
53025018,0.117302053,44.86803519,0,0,2.317651124,121.067054,121.0892359,1.013596501,148.0966691
53252164,0.175953079,44.51612903,0,0,3.527526716,122.0799151,122.1308688,1.020463919,98.73298842
53479310,0.175953079,44.16422287,0,0,3.581060611,123.1561217,123.2081747,1.020463919,98.73298842
53706456,0.117302053,43.81231672,0,0,2.424827566,124.2995702,124.3232197,1.013596501,148.0966691
53933602,0.117302053,43.46041056,0,0,2.462303311,125.4101842,125.4343543,1.013596501,148.0966691
54160748,0.175953079,43.1085044,0,0,3.749612634,126.4846327,126.5401988,1.020463919,98.73298842
54387894,0.175953079,42.75659824,0,0,3.808592892,127.6288026,127.6856164,1.020463919,98.73298842
54615040,0.175953079,42.40469208,0,0,3.869048912,128.7910241,128.8491266,1.020463919,98.73298842
54842186,0.175953079,42.05278592,0,0,3.93103021,129.9717498,130.0311838,1.020463919,98.73298842
55069332,0.175953079,41.70087977,0,0,3.994588395,131.1714476,131.2322575,1.020463919,98.73298842
55296478,0.175953079,41.34897361,0,0,4.059777282,132.3906013,132.4528335,1.020463919,98.73298842
55523624,0.117302053,40.99706745,0,0,2.75227565,133.6917986,133.7201258,1.013596501,148.0966691
55750770,0.117302053,40.64516129,0,0,2.798064192,134.9530098,134.9820137,1.013596501,148.0966691
55977916,0.117302053,40.29325513,0,0,2.845058901,136.2352874,136.2649914,1.013596501,148.0966691
56205062,0.117302053,39.94134897,0,0,2.893302429,137.5391881,137.5696168,1.013596501,148.0966691
56432208,0.117302053,39.58944282,0,0,2.942839329,138.8652886,138.8964675,1.013596501,148.0966691
56659354,0.117302053,39.23753666,0,0,2.993716159,140.214186,140.2461419,1.013596501,148.0966691
56886500,0.117302053,38.8856305,0,0,3.045981592,141.5864993,141.6192599,1.013596501,148.0966691
57113646,0.117302053,38.70967742,0,0,3.072650852,142.2816363,142.3148102,1.013596501,148.0966691
57340792,0.117302053,38.35777126,0,0,3.127095365,143.690283,143.724306,1.013596501,148.0966691
57567938,0.117302053,38.0058651,0,0,3.183060197,145.1239933,145.1588967,1.013596501,148.0966691
57795084,0.117302053,37.65395894,0,0,3.240602389,146.5834696,146.6192862,1.013596501,148.0966691
58022230,0.117302053,37.30205279,0,0,3.299781682,148.0694408,148.1062047,1.013596501,148.0966691
58249376,0.117302053,36.95014663,0,0,3.360660674,149.5826634,149.6204104,1.013596501,148.0966691
58476522,0.058651026,36.77419355,0,0,1.696423091,150.4014065,150.4109734,1.006775298,296.1899621
58703668,0.058651026,36.42228739,0,0,1.728220699,151.9585014,151.9683286,1.006775298,296.1899621
58930814,0.058651026,36.07038123,0,0,1.760954262,153.5449287,153.5550262,1.006775298,296.1899621
59157960,0.058651026,35.89442815,0,0,1.777683534,154.3494116,154.3596483,1.006775298,296.1899621
59385106,0.058651026,35.54252199,0,0,1.811891073,155.9814743,155.9919975,1.006775298,296.1899621
59612252,0.058651026,35.19061584,0,0,1.847130697,157.6451029,157.655924,1.006775298,296.1899621
59839398,0.058651026,35.01466276,0,0,1.86515055,158.489052,158.5000265,1.006775298,296.1899621
60066544,0.058651026,34.6627566,0,0,1.902017517,160.2018359,160.2131264,1.006775298,296.1899621
60293690,0.058651026,34.48680352,0,0,1.920875918,161.0709247,161.0823781,1.006775298,296.1899621
60520836,0.058651026,34.31085044,0,0,1.940025367,161.9486517,161.9602713,1.006775298,296.1899621
60747982,0.058651026,33.95894428,0,0,1.979221616,163.7305578,163.7425201,1.006775298,296.1899621
60975128,0.058651026,33.7829912,0,0,1.999280917,164.6350125,164.6471514,1.006775298,296.1899621
61202274,0.058651026,33.43108504,0,0,2.040354366,166.4716357,166.484139,1.006775298,296.1899621
61429420,0.058651026,33.07917889,0,0,2.082746289,168.3461938,168.359077,1.006775298,296.1899621
61656566,0.058651026,32.90322581,0,0,2.104454368,169.2980788,169.311158,1.006775298,296.1899621
61883712,0.058651026,32.55131965,0,0,2.148931822,171.2318504,171.2453343,1.006775298,296.1899621
62110858,0.058651026,32.19941349,0,0,2.194876124,173.2067171,173.2206232,1.006775298,296.1899621
62338004,0.058651026,32.02346041,0,0,2.218418566,174.2099844,174.2241087,1.006775298,296.1899621
62565150,0.058651026,31.67155425,0,0,2.266686455,176.2490668,176.2636418,1.006775298,296.1899621
62792296,0.058651026,31.31964809,0,0,2.31659104,178.332765,178.347811,1.006775298,296.1899621
63019442,0.058651026,31.14369501,0,0,2.342180299,179.3918177,179.4071071,1.006775298,296.1899621
63246588,0.058651026,30.79178886,0,0,2.39468149,181.5453132,181.5611061,1.006775298,296.1899621
