Frequency,Returnloss,Returnphase,Transmissionloss,Transmissionphase,Rs,Xs,|Z|,Magnitude,SWR
4372625,0.058651026,16.01173021,0,0,8.697740657,355.2956393,355.402085,1.006775298,296.1899621
4597500,0.058651026,17.06744868,0,0,7.662344721,333.0436331,333.1317654,1.006775298,296.1899621
4822375,0.058651026,18.12316716,0,0,6.802462473,313.3622982,313.4361233,1.006775298,296.1899621
5047250,0.058651026,19.17888563,0,0,6.080561782,295.8278577,295.8903423,1.006775298,296.1899621
5272125,0.058651026,20.23460411,0,0,5.468630796,280.1047922,280.1581706,1.006775298,296.1899621
5497000,0.058651026,21.29032258,0,0,4.945420811,265.9240075,265.9699888,1.006775298,296.1899621
5721875,0.058651026,22.34604106,0,0,4.494577577,253.0671761,253.1070857,1.006775298,296.1899621
5946750,0.058651026,23.40175953,0,0,4.103348319,241.3553073,241.3901859,1.006775298,296.1899621
6171625,0.058651026,24.63343109,0,0,3.708953004,228.9423558,228.972397,1.006775298,296.1899621
6396500,0.058651026,25.68914956,0,0,3.415056509,219.2354597,219.2620564,1.006775298,296.1899621
6621375,0.058651026,26.74486804,0,0,3.155269483,210.2820352,210.3057062,1.006775298,296.1899621
6846250,0.058651026,27.80058651,0,0,2.92451248,201.9962944,202.0174639,1.006775298,296.1899621
7071125,0.058651026,28.85630499,0,0,2.718617536,194.3049904,194.3240082,1.006775298,296.1899621
7296000,0.058651026,29.91202346,0,0,2.534138725,187.1452072,187.1623638,1.006775298,296.1899621
7520875,0.058651026,30.96774194,0,0,2.368207107,180.4626001,180.4781384,1.006775298,296.1899621
7745750,0.058651026,32.19941349,0,0,2.194876124,173.2067171,173.2206232,1.006775298,296.1899621
7970625,0.058651026,33.25513196,0,0,2.061382027,167.4040976,167.4167889,1.006775298,296.1899621
8195500,0.058651026,34.31085044,0,0,1.940025367,161.9486517,161.9602713,1.006775298,296.1899621
8420375,0.058651026,35.54252199,0,0,1.811891073,155.9814743,155.9919975,1.006775298,296.1899621
8645250,0.058651026,36.59824047,0,0,1.712207147,151.1763403,151.1860362,1.006775298,296.1899621
8870125,0.058651026,37.82991202,0,0,1.606301135,145.8979252,145.9067674,1.006775298,296.1899621
9095000,0.058651026,38.8856305,0,0,1.523426074,141.6301942,141.6383872,1.006775298,296.1899621
9319875,0.058651026,40.11730205,0,0,1.434895176,136.9242882,136.9318064,1.006775298,296.1899621
9544750,0.058651026,41.17302053,0,0,1.365256796,133.1057267,133.1127282,1.006775298,296.1899621
9769625,0.058651026,42.40469208,0,0,1.290503612,128.8808102,128.8872711,1.006775298,296.1899621
9994500,0.117302053,43.63636364,0,0,2.443451925,124.8527495,124.8766572,1.013596501,148.0966691
10219375,0.058651026,44.69208211,0,0,1.167743011,121.6245099,121.6301156,1.006775298,296.1899621
10444250,0.117302053,45.92375367,0,0,2.217793948,117.975527,117.9963711,1.013596501,148.0966691
10669125,0.117302053,47.15542522,0,0,2.109681838,114.5342925,114.5537207,1.013596501,148.0966691
10894000,0.117302053,48.38709677,0,0,2.009738913,111.2583543,111.2765045,1.013596501,148.0966691
11118875,0.117302053,49.61876833,0,0,1.917165182,108.135381,108.1523747,1.013596501,148.0966691
11343750,0.117302053,50.6744868,0,0,1.843145351,105.5718213,105.5879095,1.013596501,148.0966691
11568625,0.117302053,52.08211144,0,0,1.751390233,102.3048236,102.3198138,1.013596501,148.0966691
11793500,0.117302053,53.31378299,0,0,1.677015854,99.57799412,99.59211462,1.013596501,148.0966691
12018375,0.175953079,54.54545455,0,0,2.410902703,96.93910408,96.96907936,1.020463919,98.73298842
12243250,0.175953079,55.95307918,0,0,2.30038481,94.08542143,94.11353938,1.020463919,98.73298842
12468125,0.175953079,57.18475073,0,0,2.210333143,91.69445789,91.72109452,1.020463919,98.73298842
12693000,0.175953079,58.41642229,0,0,2.12594831,89.39585255,89.42112787,1.020463919,98.73298842
12917875,0.175953079,59.82404692,0,0,2.035857001,86.87461402,86.89846532,1.020463919,98.73298842
13142750,0.175953079,61.05571848,0,0,1.962118746,84.7551539,84.77786281,1.020463919,98.73298842
13367625,0.175953079,62.46334311,0,0,1.883169745,82.42545827,82.4469678,1.020463919,98.73298842
13592500,0.175953079,63.69501466,0,0,1.818374864,80.46299515,80.48353916,1.020463919,98.73298842
13817375,0.175953079,65.1026393,0,0,1.748820972,78.30161745,78.32114446,1.020463919,98.73298842
14042250,0.175953079,66.51026393,0,0,1.683680619,76.2217739,76.24036724,1.020463919,98.73298842
14267125,0.175953079,67.91788856,0,0,1.622593212,74.21834503,74.23607983,1.020463919,98.73298842
14492000,0.234604106,69.3255132,0,0,2.086575611,72.26880203,72.29891801,1.027377867,74.05171074
14716875,0.293255132,70.73313783,0,0,2.517788748,70.38397025,70.42898926,1.034338658,59.24339427
14941750,0.234604106,72.14076246,0,0,1.947070381,68.60552614,68.63315016,1.027377867,74.05171074
15166625,0.293255132,73.5483871,0,0,2.353661194,66.84602169,66.88744529,1.034338658,59.24339427
15391500,0.293255132,74.95601173,0,0,2.278557941,65.16292309,65.20274819,1.034338658,59.24339427
15616375,0.293255132,76.53958944,0,0,2.199062933,63.33259584,63.37076277,1.034338658,59.24339427
15841250,0.351906158,77.94721408,0,0,2.558419522,61.73899427,61.79198106,1.041346611,49.37155837
16066125,0.351906158,79.53079179,0,0,2.473757659,60.02540548,60.07635791,1.041346611,49.37155837
16291000,0.351906158,80.93841642,0,0,2.402738289,58.54918321,58.5984642,1.041346611,49.37155837
16515875,0.351906158,82.52199413,0,0,2.327261458,56.93827346,56.98581517,1.041346611,49.37155837
16740750,0.351906158,84.10557185,0,0,2.256132337,55.37719012,55.42312982,1.041346611,49.37155837
16965625,0.351906158,85.68914956,0,0,2.189036648,53.86309081,53.90755451,1.041346611,49.37155837
17190500,0.351906158,87.27272727,0,0,2.125688412,52.39333612,52.43643982,1.041346611,49.37155837
17415375,0.410557185,89.03225806,0,0,2.402123994,50.79400028,50.85076856,1.048402045,42.32056851
17640250,0.410557185,90.61583578,0,0,2.336513467,49.4108299,49.46604296,1.048402045,42.32056851
17865125,0.410557185,92.19941349,0,0,2.274409723,48.06485001,48.118632,1.048402045,42.32056851
18090000,0.410557185,93.95894428,0,0,2.209239361,46.61054252,46.66286975,1.048402045,42.32056851
18314875,0.469208211,95.71847507,0,0,2.454176158,45.18315683,45.24975847,1.055505281,37.03260741
18539750,0.469208211,97.30205279,0,0,2.394462375,43.94495096,44.01013707,1.055505281,37.03260741
18764625,0.469208211,99.06158358,0,0,2.331662999,42.6038671,42.66762407,1.055505281,37.03260741
18989500,0.469208211,100.8211144,0,0,2.272357266,41.2973385,41.35980869,1.055505281,37.03260741
19214375,0.469208211,102.5806452,0,0,2.216315349,40.02345738,40.08477509,1.055505281,37.03260741
19439250,0.527859238,104.516129,0,0,2.427523699,38.64580177,38.72196878,1.062656644,32.91999879
19664125,0.586510264,106.2756598,0,0,2.634453373,37.42279952,37.51541374,1.06985646,29.63013689
19889000,0.586510264,108.2111437,0,0,2.569812836,36.12378514,36.21507685,1.06985646,29.63013689
20113875,0.586510264,109.9706745,0,0,2.514318352,34.96999986,35.0602722,1.06985646,29.63013689
20338750,0.586510264,111.9061584,0,0,2.456644599,33.72901128,33.81835751,1.06985646,29.63013689
20563625,0.64516129,113.8416422,0,0,2.642034193,32.50482053,32.61201776,1.077105056,26.93863623
20788500,0.64516129,115.7771261,0,0,2.585685522,31.31861312,31.42516981,1.077105056,26.93863623
21013375,0.64516129,117.71261,0,0,2.532546091,30.15714987,30.26330249,1.077105056,26.93863623
21238250,0.64516129,119.6480938,0,0,2.482426193,29.01902696,29.12501271,1.077105056,26.93863623
21463125,0.703812317,121.7595308,0,0,2.651541674,27.79296619,27.91916265,1.084402764,24.69590648
21688000,0.703812317,123.6950147,0,0,2.603181443,26.70000356,26.82660515,1.084402764,24.69590648
21912875,0.703812317,125.8064516,0,0,2.55355936,25.52983541,25.65722435,1.084402764,24.69590648
22137750,0.703812317,127.9178886,0,0,2.507024158,24.38139303,24.50994688,1.084402764,24.69590648
22362625,0.762463343,130.0293255,0,0,2.668268154,23.2452677,23.39790857,1.091749916,22.79838509
22587500,0.762463343,132.1407625,0,0,2.624018122,22.13680518,22.29178357,1.091749916,22.79838509
22812375,0.762463343,134.2521994,0,0,2.582593795,21.04620127,21.20406514,1.091749916,22.79838509
23037250,0.762463343,136.3636364,0,0,2.543851537,19.97231044,20.13366248,1.091749916,22.79838509
23262125,0.762463343,138.6510264,0,0,2.504755187,18.82652758,18.99241794,1.091749916,22.79838509
23487000,0.762463343,140.7624633,0,0,2.471191232,17.78401935,17.95489154,1.091749916,22.79838509
23711875,0.82111437,143.0498534,0,0,2.624571677,16.66416385,16.86958011,1.099146847,21.17209884
23936750,0.82111437,145.3372434,0,0,2.591020767,15.56511972,15.77930101,1.099146847,21.17209884
24161625,0.82111437,147.6246334,0,0,2.560130375,14.47958565,14.7041718,1.099146847,21.17209884
24386500,0.82111437,149.9120235,0,0,2.531789003,13.40647101,13.64343873,1.099146847,21.17209884
24611375,0.82111437,152.3753666,0,0,2.504003029,12.26349873,12.51652637,1.099146847,21.17209884
24836250,0.82111437,154.6627566,0,0,2.480645878,11.21287974,11.48400087,1.099146847,21.17209884
25061125,0.879765396,156.9501466,0,0,2.63491638,10.16808391,10.50393806,1.106593895,19.76280068
25286000,0.879765396,159.2375367,0,0,2.61468984,9.135550624,9.502362241,1.106593895,19.76280068
25510875,0.938416422,161.7008798,0,0,2.768143637,8.029006805,8.492795151,1.114091398,18.52980532
25735750,0.879765396,164.1642229,0,0,2.578816384,6.935837039,7.399738466,1.106593895,19.76280068
25960625,0.938416422,166.627566,0,0,2.73532851,5.844151398,6.452606266,1.114091398,18.52980532
26185500,0.938416422,168.914956,0,0,2.723689481,4.837642978,5.551691091,1.114091398,18.52980532
26410375,0.938416422,171.202346,0,0,2.714276094,3.834992481,4.698346735,1.114091398,18.52980532
26635250,0.997067449,173.6656891,0,0,2.875391845,2.757561017,3.98397051,1.1216397,17.44200048
26860125,0.938416422,176.3049853,0,0,2.70115475,1.608111196,3.143605987,1.114091398,18.52980532
27085000,0.938416422,178.5923754,0,0,2.698761404,0.612433844,2.767379325,1.114091398,18.52980532
27309875,0.938416422,180,0,0,2.698355387,3.0527E-15,2.698355387,1.114091398,18.52980532
27534750,0.938416422,180,0,0,2.698355387,3.0527E-15,2.698355387,1.114091398,18.52980532
27759625,0.938416422,179.8240469,0,0,2.69836173,0.076550473,2.699447351,1.114091398,18.52980532
27984500,0.997067449,177.1847507,0,0,2.868368881,1.224590409,3.118839801,1.1216397,17.44200048
28209375,0.938416422,174.7214076,0,0,2.704072482,2.298123912,3.548715472,1.114091398,18.52980532
28434250,0.938416422,172.2580645,0,0,2.710673479,3.373307344,4.32746498,1.114091398,18.52980532
28659125,0.938416422,169.7947214,0,0,2.719807369,4.4515961,5.216709688,1.114091398,18.52980532
28884000,0.938416422,167.3313783,0,0,2.731508108,5.533996458,6.171406107,1.114091398,18.52980532
29108875,0.938416422,164.6920821,0,0,2.746942936,6.699434625,7.240726468,1.114091398,18.52980532
29333750,0.938416422,162.228739,0,0,2.764111412,7.793623052,8.269272772,1.114091398,18.52980532
29558625,0.938416422,159.7653959,0,0,2.784013855,8.895125758,9.32062205,1.114091398,18.52980532
29783500,0.938416422,157.4780059,0,0,2.805009289,9.925453999,10.31419964,1.114091398,18.52980532
30008375,0.938416422,155.0146628,0,0,2.830410347,11.0441779,11.40110031,1.114091398,18.52980532
30233250,0.938416422,152.5513196,0,0,2.858802935,12.17351236,12.50468542,1.114091398,18.52980532
30458125,0.938416422,150.0879765,0,0,2.890300095,13.31465831,13.62475543,1.114091398,18.52980532
30683000,0.879765396,147.6246334,0,0,2.742618793,14.47440193,14.73194723,1.106593895,19.76280068
30907875,0.879765396,145.1612903,0,0,2.778360125,15.64349227,15.88830184,1.106593895,19.76280068
31132750,0.879765396,142.8739003,0,0,2.814513664,16.74314415,16.97805534,1.106593895,19.76280068
31357625,0.879765396,140.4105572,0,0,2.856797811,17.94387661,18.16986521,1.106593895,19.76280068
31582500,0.879765396,138.1231672,0,0,2.899328834,19.07543195,19.29451248,1.106593895,19.76280068
31807375,0.879765396,135.659824,0,0,2.948841518,20.31337683,20.52629885,1.106593895,19.76280068
32032250,0.82111437,133.372434,0,0,2.799036713,21.49068851,21.67220107,1.099146847,21.17209884
32257125,0.82111437,131.085044,0,0,2.848829196,22.68031371,22.8585314,1.099146847,21.17209884
32482000,0.82111437,128.797654,0,0,2.902287627,23.89156317,24.06719893,1.099146847,21.17209884
32706875,0.762463343,126.5102639,0,0,2.748730362,25.13570152,25.28554942,1.091749916,22.79838509
32931750,0.82111437,124.398827,0,0,3.01624307,26.28754941,26.460026,1.099146847,21.17209884
33156625,0.82111437,122.111437,0,0,3.081794496,27.5714234,27.74312249,1.099146847,21.17209884
33381500,0.762463343,120,0,0,2.922309608,28.79350838,28.94142392,1.091749916,22.79838509
33606375,0.762463343,117.888563,0,0,2.986344678,30.03036814,30.17849011,1.091749916,22.79838509
33831250,0.762463343,115.7771261,0,0,3.05459687,31.29476597,31.44348803,1.091749916,22.79838509
34056125,0.703812317,113.4897361,0,0,2.893211133,32.7110162,32.83871574,1.084402764,24.69590648
34281000,0.703812317,111.3782991,0,0,2.965256792,34.03962415,34.16853465,1.084402764,24.69590648
34505875,0.703812317,109.2668622,0,0,3.042111179,35.40182705,35.53229233,1.084402764,24.69590648
34730750,0.703812317,107.1554252,0,0,3.12413328,36.79986632,36.93224025,1.084402764,24.69590648
34955625,0.64516129,105.0439883,0,0,2.944785601,38.25205054,38.36523339,1.077105056,26.93863623
35180500,0.64516129,103.1085044,0,0,3.023256996,39.60545816,39.72067974,1.077105056,26.93863623
35405375,0.64516129,100.9970674,0,0,3.114541268,41.12365684,41.24142965,1.077105056,26.93863623
35630250,0.586510264,99.06158358,0,0,2.913311648,42.57369952,42.67326184,1.06985646,29.63013689
35855125,0.586510264,96.95014663,0,0,3.007951469,44.18516435,44.28743073,1.06985646,29.63013689
36080000,0.527859238,95.01466276,0,0,2.791325034,45.72711339,45.81222975,1.062656644,32.91999879
36304875,0.527859238,93.07917889,0,0,2.880427196,47.29969365,47.38731772,1.062656644,32.91999879
36529750,0.469208211,91.31964809,0,0,2.6376973,48.79184665,48.86309187,1.055505281,37.03260741
36754625,0.469208211,89.38416422,0,0,2.72762965,50.46587635,50.53953541,1.055505281,37.03260741
36979500,0.469208211,87.44868035,0,0,2.823874768,52.19780361,52.2741329,1.055505281,37.03260741
37204375,0.469208211,85.68914956,0,0,2.91732397,53.82595789,53.90495823,1.055505281,37.03260741
37429250,0.410557185,83.92961877,0,0,2.640522348,55.52988076,55.59262555,1.048402045,42.32056851
37654125,0.410557185,81.9941349,0,0,2.74323482,57.44979146,57.51524907,1.048402045,42.32056851
37879000,0.351906158,80.23460411,0,0,2.437768354,59.28192991,59.33203122,1.041346611,49.37155837
38103875,0.351906158,78.47507331,0,0,2.529615026,61.16138208,61.21367176,1.041346611,49.37155837
38328750,0.351906158,76.8914956,0,0,2.617859917,62.9141413,62.96858238,1.041346611,49.37155837
38553625,0.293255132,75.13196481,0,0,2.269471204,64.95632182,64.9959556,1.034338658,59.24339427
38778500,0.293255132,73.37243402,0,0,2.36335986,67.06028741,67.10191963,1.034338658,59.24339427
39003375,0.293255132,71.7888563,0,0,2.453938197,69.02920148,69.07280557,1.034338658,59.24339427
39228250,0.234604106,70.20527859,0,0,2.041146052,71.09662272,71.12591679,1.027377867,74.05171074
39453125,0.234604106,68.62170088,0,0,2.124201972,73.22541591,73.25622001,1.027377867,74.05171074
39678000,0.234604106,67.03812317,0,0,2.213293494,75.4420588,75.47451824,1.027377867,74.05171074
39902875,0.175953079,65.27859238,0,0,1.740444832,78.03728732,78.05669324,1.020463919,98.73298842
40127750,0.175953079,63.87096774,0,0,1.809425955,80.18817803,80.20859005,1.020463919,98.73298842
40352625,0.175953079,62.28739003,0,0,1.892744088,82.71148678,82.73314043,1.020463919,98.73298842
40577500,0.175953079,60.70381232,0,0,1.982726095,85.35277683,85.37580287,1.020463919,98.73298842
40802375,0.117302053,59.29618768,0,0,1.379525535,87.82778317,87.83861672,1.013596501,148.0966691
41027250,0.117302053,57.71260997,0,0,1.449301038,90.72056907,90.73214494,1.013596501,148.0966691
41252125,0.117302053,56.30498534,0,0,1.516362842,93.41641665,93.42872286,1.013596501,148.0966691
41477000,0.058651026,54.8973607,0,0,0.794449446,96.25435326,96.25763176,1.006775298,296.1899621
41701875,0.058651026,53.48973607,0,0,0.833526718,99.21470801,99.21820927,1.006775298,296.1899621
41926750,0.117302053,52.08211144,0,0,1.751390233,102.3048236,102.3198138,1.013596501,148.0966691
42151625,0.117302053,50.6744868,0,0,1.843145351,105.5718213,105.5879095,1.013596501,148.0966691
42376500,0.058651026,49.26686217,0,0,0.971621846,109.0341775,109.0385065,1.006775298,296.1899621
42601375,0,47.85923754,0,0,0,112.6741256,112.6741256,1,#DIV/0!
42826250,0.058651026,46.62756598,0,0,1.077693105,116.0134238,116.0184292,1.006775298,296.1899621
43051125,0.058651026,45.21994135,0,0,1.142031012,120.0491344,120.0545663,1.006775298,296.1899621
43276000,0.058651026,43.98826979,0,0,1.203479208,123.7807652,123.7866156,1.006775298,296.1899621
43500875,0.058651026,42.58064516,0,0,1.280351635,128.2963053,128.3026938,1.006775298,296.1899621
43725750,0,41.34897361,0,0,0,132.4995656,132.4995656,1,#DIV/0!
43950625,0,39.94134897,0,0,1.1897E-14,137.59295,137.59295,1,#DIV/0!
44175500,0,38.70967742,0,0,1.89522E-14,142.3407009,142.3407009,1,#DIV/0!
44400375,0,37.47800587,0,0,1.34466E-14,147.3881836,147.3881836,1,#DIV/0!
44625250,0,36.24633431,0,0,7.17133E-15,152.76599,152.76599,1,#DIV/0!
44850125,0,35.01466276,0,0,7.66751E-15,158.5090151,158.5090151,1,#DIV/0!
45075000,0,33.7829912,0,0,1.6438E-14,164.6572412,164.6572412,1,#DIV/0!
45299875,-0.058651026,32.55131965,0,0,2.148931822,171.2318504,171.2453343,0.993270298,296.1899621
45524750,-0.058651026,31.31964809,0,0,2.31659104,178.332765,178.347811,0.993270298,296.1899621
45749625,-0.058651026,30.08797654,0,0,2.505265612,185.9996583,186.0165295,0.993270298,296.1899621
45974500,-0.058651026,28.85630499,0,0,2.718617536,194.3049904,194.3240082,0.993270298,296.1899621
46199375,-0.058651026,27.80058651,0,0,2.92451248,201.9962944,202.0174639,0.993270298,296.1899621
46424250,-0.117302053,26.56891496,0,0,6.388862072,211.5887498,211.6851828,0.986585884,148.0966691
46649125,-0.117302053,25.51319648,0,0,6.918342401,220.6437073,220.7521439,0.986585884,148.0966691
46874000,-0.117302053,24.28152493,0,0,7.625355556,232.1829372,232.3081195,0.986585884,148.0966691
47098875,-0.117302053,23.22580645,0,0,8.322904992,243.0293492,243.1718226,0.986585884,148.0966691
47323750,-0.117302053,22.17008798,0,0,9.122314265,254.8903315,255.0535193,0.986585884,148.0966691
47548625,-0.117302053,20.93841642,0,0,10.2117807,270.2141791,270.4070692,0.986585884,148.0966691
47773500,-0.117302053,19.88269795,0,0,11.3109177,284.8356433,285.060135,0.986585884,148.0966691
47998375,-0.117302053,18.82697947,0,0,12.59969618,301.0716748,301.3352049,0.986585884,148.0966691
48223250,-0.175953079,17.771261,0,0,21.13693818,318.4487205,319.1494285,0.979946455,98.73298842
48448125,-0.175953079,16.71554252,0,0,23.8558741,338.6902203,339.5293331,0.979946455,98.73298842
48673000,-0.175953079,15.65982405,0,0,27.13906534,361.5982107,362.615216,0.979946455,98.73298842
48897875,-0.175953079,14.60410557,0,0,31.15378254,387.7376963,388.9872482,0.979946455,98.73298842
49122750,-0.175953079,13.5483871,0,0,36.13402927,417.8440684,419.403545,0.979946455,98.73298842
49347625,-0.175953079,12.49266862,0,0,42.4151294,452.8918861,454.8737228,0.979946455,98.73298842
49572500,-0.175953079,11.61290323,0,0,48.99272429,486.8104638,489.2695726,0.979946455,98.73298842
49797375,-0.175953079,10.55718475,0,0,59.12316683,534.7006072,537.9593741,0.979946455,98.73298842
50022250,-0.175953079,9.501466276,0,0,72.74852528,592.7718434,597.219228,0.979946455,98.73298842
50247125,-0.175953079,8.445747801,0,0,91.67005348,664.5945689,670.8869798,0.979946455,98.73298842
50472000,-0.175953079,7.565982405,0,0,113.6688027,738.769244,747.4627701,0.979946455,98.73298842
50696875,-0.175953079,6.51026393,0,0,152.2382749,852.0255836,865.5195477,0.979946455,98.73298842
50921750,-0.175953079,5.630498534,0,0,201.3841964,975.2997315,995.8740687,0.979946455,98.73298842
51146625,-0.175953079,4.750733138,0,0,278.222405,1137.417981,1170.951481,0.979946455,98.73298842
51371500,-0.175953079,3.870967742,0,0,407.36261,1357.486056,1417.290615,0.979946455,98.73298842
51596375,-0.234604106,3.167155425,0,0,713.8057229,1459.928115,1625.087293,0.973351707,74.05171074
51821250,-0.175953079,2.639296188,0,0,800.1304543,1818.697336,1986.924443,0.979946455,98.73298842
52046125,-0.234604106,2.11143695,0,0,1294.067804,1764.981307,2188.55443,0.973351707,74.05171074
52271000,-0.234604106,1.935483871,0,0,1444.092903,1805.532675,2312.00185,0.973351707,74.05171074
52495875,-0.234604106,1.759530792,0,0,1615.055374,1835.774305,2445.091238,0.973351707,74.05171074
52720750,-0.175953079,1.759530792,0,0,1496.899163,2268.747967,2718.073664,0.979946455,98.73298842
52945625,-0.234604106,1.935483871,0,0,1444.092903,1805.532675,2312.00185,0.973351707,74.05171074
53170500,-0.175953079,1.935483871,0,0,1305.842028,2177.021403,2538.630653,0.979946455,98.73298842
53395375,-0.175953079,2.287390029,0,0,1010.931207,1991.643292,2233.522981,0.979946455,98.73298842
53620250,-0.175953079,2.815249267,0,0,717.3332823,1739.114477,1881.245917,0.979946455,98.73298842
53845125,-0.175953079,3.343108504,0,0,531.1778105,1529.005481,1618.643762,0.979946455,98.73298842
54070000,-0.175953079,4.046920821,0,0,375.3568305,1307.594133,1360.402575,0.979946455,98.73298842
54294875,-0.175953079,4.926686217,0,0,259.7417947,1101.099413,1131.320343,0.979946455,98.73298842
54519750,-0.175953079,5.630498534,0,0,201.3841964,975.2997315,995.8740687,0.979946455,98.73298842
54744625,-0.175953079,6.51026393,0,0,152.2382749,852.0255836,865.5195477,0.979946455,98.73298842
54969500,-0.175953079,7.565982405,0,0,113.6688027,738.769244,747.4627701,0.979946455,98.73298842
55194375,-0.175953079,8.445747801,0,0,91.67005348,664.5945689,670.8869798,0.979946455,98.73298842
55419250,-0.175953079,9.325513196,0,0,75.4710303,603.6690827,608.3685049,0.979946455,98.73298842
55644125,-0.175953079,10.38123167,0,0,61.11365496,543.5924572,547.0170366,0.979946455,98.73298842
55869000,-0.175953079,11.26099707,0,0,52.05927878,501.8113227,504.5044818,0.979946455,98.73298842
56093875,-0.175953079,12.14076246,0,0,44.87713751,465.8878234,468.0442516,0.979946455,98.73298842
56318750,-0.175953079,13.02052786,0,0,39.08570832,434.6775131,436.4312466,0.979946455,98.73298842
56543625,-0.175953079,14.07624633,0,0,33.50515999,402.2407245,403.6337402,0.979946455,98.73298842
56768500,-0.175953079,14.95601173,0,0,29.72149908,378.6242268,379.7889844,0.979946455,98.73298842
56993375,-0.175953079,15.83577713,0,0,26.54626885,357.5728763,358.5569219,0.979946455,98.73298842
57218250,-0.175953079,16.71554252,0,0,23.8558741,338.6902203,339.5293331,0.979946455,98.73298842
57443125,-0.175953079,17.771261,0,0,21.13693818,318.4487205,319.1494285,0.979946455,98.73298842
57668000,-0.175953079,18.82697947,0,0,18.86014665,300.4326514,301.0240574,0.979946455,98.73298842
57892875,-0.175953079,19.70674487,0,0,17.23433664,286.8650961,287.3823337,0.979946455,98.73298842
58117750,-0.175953079,20.58651026,0,0,15.81160974,274.4346449,274.8897621,0.979946455,98.73298842
58342625,-0.175953079,21.64222874,0,0,14.32719534,260.8262402,261.2194405,0.979946455,98.73298842
58567500,-0.175953079,22.52199413,0,0,13.24574172,250.4412933,250.7913298,0.979946455,98.73298842
58792375,-0.175953079,23.40175953,0,0,12.28356462,240.8214833,241.1345533,0.979946455,98.73298842
59017250,-0.175953079,24.45747801,0,0,11.26281002,230.1725382,230.4479296,0.979946455,98.73298842
59242125,-0.175953079,25.3372434,0,0,10.50757373,221.9619785,222.210551,0.979946455,98.73298842
59467000,-0.175953079,26.39296188,0,0,9.698852049,212.8160621,213.0369546,0.979946455,98.73298842
59691875,-0.175953079,27.27272727,0,0,9.095259019,205.7230843,205.9240422,0.979946455,98.73298842
59916750,-0.175953079,28.32844575,0,0,8.443719898,197.779333,197.9594933,0.979946455,98.73298842
60141625,-0.175953079,29.20821114,0,0,7.953768989,191.5874071,191.7524367,0.979946455,98.73298842
60366500,-0.117302053,30.26392962,0,0,4.951418,184.7744052,184.8407351,0.986585884,148.0966691
60591375,-0.117302053,31.14369501,0,0,4.682245811,179.3067422,179.3678657,0.986585884,148.0966691
60816250,-0.117302053,32.19941349,0,0,4.387901338,173.1297386,173.1853344,0.986585884,148.0966691
61041125,-0.117302053,33.07917889,0,0,4.163830764,168.2751962,168.3267036,0.986585884,148.0966691
61266000,-0.117302053,34.13489736,0,0,3.917478086,162.7705402,162.8176754,0.986585884,148.0966691
61490875,-0.117302053,35.01466276,0,0,3.728977208,158.429192,158.4730708,0.986585884,148.0966691
61715750,-0.117302053,36.07038123,0,0,3.520732878,153.4901746,153.5305483,0.986585884,148.0966691
61940625,-0.117302053,37.12609971,0,0,3.330004687,148.8225973,148.8598481,0.986585884,148.0966691
62165500,-0.117302053,38.18181818,0,0,3.154884238,144.4039619,144.4384211,0.986585884,148.0966691
62390375,-0.117302053,39.06158358,0,0,3.019672172,140.8973761,140.9297308,0.986585884,148.0966691
